title,authors,year,venue,url,source,abstract,already_read
Innovative firmware update method to microcontrollers during runtime,BP Neves; VDN Santos; A Valente,2024,Electronics,https://www.mdpi.com/2079-9292/13/7/1328,Google Scholar,of static allocation of functions and relevant security considerations. This innovative approach  improves the efficiency and security of firmware updates. Regarding the optimising of the,False
Automotive firmware extraction and analysis techniques,J Van den Herrewegen,2021,NA,https://etheses.bham.ac.uk/id/eprint/11516/,Google Scholar,"We provide a security analysis of diagnostic protocols in ECU firmware: firstly, we reverse  engineer the ciphers used in the diagnostic access control mechanism, which relies on a",False
Embedded Firmware Rehosting System Through Automatic Peripheral Modeling,Y Lee; J Kim; J Yu; J Yun,2023,IEEE Access,https://ieeexplore.ieee.org/abstract/document/10356060/,Google Scholar,We evaluated the bug detection performance of VDEmu in 14 real-world firmware images  and  the importance of analyzing firmware vulnerabilities for devices under development.,False
Large-scale firmware vulnerability analysis based on code similarity,S Haonan; X Jiangtao; L Bo; Y Xi,2021,2021 IEEE International …,https://ieeexplore.ieee.org/abstract/document/9524216/,Google Scholar,"In this paper, we analyze the raw feature of firmware functions and graph  firmware  vulnerability analysis technology, which can realize large-scale security analysis of device firmware.",False
A Survey of Machine Learning Algorithms for Detecting Malware in IoT Firmware,E Larsen; K MacVittie; J Lilly,2021,arXiv preprint arXiv:2111.02388,https://arxiv.org/abs/2111.02388,Google Scholar,"against attacks. Ebbers finds that the three main contributors to IoT firmware vulnerabilities   development over security; hence, devices tend to be riddled with vulnerabilities. Combine",False
Event Data Recording Technique for High-Efficiency and Reliable Fuzzing of Firmware,SH Jee; DI Han; SE Jeon; IG Lee,2025,… Institute of Information Security …,https://koreascience.kr/article/JAKO202508061201313.page,Google Scholar,vulnerabilities and perform wireless firmware updates to patch them. This prevents the swift  and efficient detection and resolution of vulnerabilities.  efficiently verify firmware patch status,False
Firmware Security Module: A Framework for Trusted Computing in Automotive Multiprocessors,C Pott; P Jungklass; DJ Csejka; T Eisenbarth,2021,… and Systems Security,https://link.springer.com/article/10.1007/s41635-021-00114-4,Google Scholar,"Finally, it is important to note that the HSM provides no integrated protection against  possible side-channel attacks. The realization of this protection is the task of the used firmware.",False
Finding smm privilege-escalation vulnerabilities in uefi firmware with protocol-centric static analysis,J Yin; M Li; W Wu; D Sun; J Zhou,2022,… on Security and …,https://ieeexplore.ieee.org/abstract/document/9833723/,Google Scholar,study on SMM privilege escalation vulnerabilities that exist in UEFI firmware. We find that  such vulnerabilities arise due to the 1623 2022 IEEE Symposium on Security and Privacy (SP),False
YODA: Middleware for Improving Setup and Preprocessing in Static Analysis of IoT Firmware,Y Minami; S NAKAMURA; Y MATSUNO,2024,2024 16th IIAI …,https://ieeexplore.ieee.org/abstract/document/10707947/,Google Scholar,"We present 13 studies of firmware vulnerability analysis methods. We surveyed studies in  which unknown vulnerabilities were discovered, including well-known studies with several",False
XPLICIT: STATIC INFORMATION FLOW ANALYSIS FOR ARM32 FIRMWARE,K Karakatsanis,2024,NA,https://repository.gatech.edu/bitstreams/a6109a90-ea3b-46ee-846d-ff88a90d3fbd/download,Google Scholar,"In this section, we compare several notable existing tools and frameworks for firmware  vulnerability detection. We also highlight the advantages of our approach. Redini et al.",False
"Distributed energy resources cybersecurity outlook: Vulnerabilities, attacks, impacts, and mitigations",I Zografopoulos; ND Hatziargyriou,2023,IEEE Systems …,https://ieeexplore.ieee.org/abstract/document/10238347/,Google Scholar,"impact, and opt for more sophisticated and stealthy attacks [92]. For instance, attackers  could exploit firmware vulnerabilities and achieve remote access on DERs through public-facing",False
SAFE-IoT: Attesting Firmware in IoT Swarms using Volatile Memory and a Mixture of Experts,V Kohli; MN Aman; B Sikdar,2024,… and Network Security (CNS),https://ieeexplore.ieee.org/abstract/document/10735468/,Google Scholar,"easy target of firmware and network attacks, which become  Thus, firmware integrity is essential  to ensuring IoT security.  of the device’s firmware, authentic firmware may not be available",False
Jetset: Targeted firmware rehosting for embedded systems,E Johnson; M Bland; YF Zhu; J Mason,2021,30th USENIX Security …,https://www.usenix.org/conference/usenixsecurity21/presentation/johnson,Google Scholar,"of firmware and the heterogeneity of the hardware it interacts with, security testing and analysis  of firmware  Different techniques to test and analyze firmware vary both in their goal (eg,",False
Exploring the Frontiers of Firmware Fuzzing: μAFL's Application on Cortex M4 and Unix Programs,SB Hakim; M Adil; JM Batalla,2024,2024 International …,https://ieeexplore.ieee.org/abstract/document/10592348/,Google Scholar,"Our research underlines the efficacy of iAFL in identifying firmware vulnerabilities, marking  a significant contribution towards the fortification of embedded systems against potential",False
Control Corruption without Firmware Infection: Stealthy Supply Chain Attacks via PLC Hardware Implants (MalTag),M Zhang; S Zonouz,2024,2024 ACM/IEEE 15th International …,https://ieeexplore.ieee.org/abstract/document/10571624/,Google Scholar,"such as vulnerability hunting and exploiting attacks with the assistance of physical approaches  are underestimated, especially before the emergence of the so-called supplychain attacks",False
Analyzing the Vulnerability of Consumer IoT Devices to Sophisticated Phishing Attacks and Ransomware Threats in Home Automation Systems.,R Dhumpati; TR Velpucharla,2025,Journal of Intelligent …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2769786X&AN=183882669&h=2buVMVHY6z%2BPO9vlUjxHK22HNu4pqW5O4Pi302JHJ2wed7SNx99D3dLBgpC72Cvu9nYC4vnrsij23tpkjtDKgg%3D%3D&crl=c,Google Scholar,", home control systems evaluate the security of Internet of Things  firmware and the  effectiveness of authentication [18]. Following a comparison of vulnerabilities with analogous attacks,",False
"Large scale firmware analysis for open source components, hard coding and weak passwords",S Quanjiang; S Yan; Y Xiaohu; L Tinghui,2021,2021 IEEE …,https://ieeexplore.ieee.org/abstract/document/9342303/,Google Scholar,"involves Internet of things protocol, encryption algorithm, device driver and other aspects,  this paper analyzes and designs firmware attack surface and firmware security analysis tool",False
A Coverage-Oriented Fuzzing Test Method for Embedded Firmware,W Yang; H Luo; C Hu; F He,2024,… Symposium on System Security …,https://ieeexplore.ieee.org/abstract/document/10562136/,Google Scholar,"comes to firmware vulnerability detection in embedded  firmware. Furthermore, two experiments  were designed. One proved the fuzzer can effectively discover vulnerabilities in firmware",False
Finding taint-style vulnerabilities in Lua application of IoT firmware with progressive static analysis,X Li; Q Wei; Z Wu; W Guo,2023,Applied Sciences,https://www.mdpi.com/2076-3417/13/17/9710,Google Scholar,We conducted vulnerability detection on each firmware in the test set using FLuaScan and   expert vulnerability hunters to conduct a second confirmation of these suspicious vulnerability,False
An improved method for reverse engineering ECU firmware,Y Qiu,2024,… Conference on Computer Network Security and …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13175/131751A/An-improved-method-for-reverse-engineering-ECU-firmware/10.1117/12.3032054.short,Google Scholar,"With the development and growth of electric vehicles, the security of the vehicle network is   firmware, which can efficiently help us quickly identify the library functions in the firmware and",False
Self-Secure firmware model for Blockchain-Enabled IOT environment to Embedded system,N Chinthamu; M Prasad; AJ Chinchawade,2023,Eur. Chem …,https://www.researchgate.net/profile/Kutubuddin-Kazi/publication/370156594_SELF-SECURE_FIRMWARE_MODEL_FOR_BLOCKCHAIN-ENABLED_IOT_ENVIRONMENT_TO_EMBEDDED_SYSTEM/links/64426f17d577967928f79fec/SELF-SECURE-FIRMWARE-MODEL-FOR-BLOCKCHAIN-ENABLED-IOT-ENVIRONMENT-TO-EMBEDDED-SYSTEM.pdf,Google Scholar,"In this research, we concentrate on a key security  latest firmware update method to safely  verify a firmware version, verify the accuracy of firmware, and install the most recent firmware",False
SIoTFuzzer: fuzzing web interface in IoT firmware via stateful message generation,H Zhang; K Lu; X Zhou; Q Yin; P Wang; T Yue,2021,Applied Sciences,https://www.mdpi.com/2076-3417/11/7/3120,Google Scholar,"In vulnerability detection, we can monitor the firmware from two aspects: 1. the response   We used SIoTFuzzer to test for three types of vulnerabilities in the firmware images that we",False
Code injection attacks in wireless-based Internet of Things (IoT): A comprehensive review and practical implementations,HA Noman; OMF Abu-Sharkh,2023,Sensors,https://www.mdpi.com/1424-8220/23/13/6067,Google Scholar,"Applying reverse engineering, we illustrate the detection of malicious codes injected inside  the firmware of wireless devices used in IoT applications. Criticality analysis is conducted at",False
Fuzzware: Using precise {MMIO} modeling for effective firmware fuzzing,T Scharnowski; N Bars; M Schloegel,2022,31st USENIX Security …,https://www.usenix.org/conference/usenixsecurity22/presentation/scharnowski,Google Scholar,"guaranteeing the firmware’s operation [7,57]. All of these strategies allow rehosting of  firmware, however, we show that they hit several limitations when the rehosted firmware is tested",False
Detecting Vulnerabilities in Firmware Via Back-End Differences,J Liu; S Wang; Y Li; H Liang,NA,Available at SSRN 4901395,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4901395,Google Scholar,vulnerability detection framework for IoT device firmware to tackle the above issues. Given  that vulnerabilities in an original firmware image (OF) are usually fixed by a patched firmware,False
Secure On-The-Fly Firmware Updates for Safety Critical Embedded Systems,P Scholl; F Sutton; P Sommer,2024,2024 IEEE 29th International …,https://ieeexplore.ieee.org/abstract/document/10711047/,Google Scholar,"completely in order to mitigate the resulting safety risks. Here, we present the design  firmware  updates that minimizes the down-time of safety-critical embedded systems during firmware",False
Validation of Firmware Security using Fuzzing and Penetration Methodologies,M Sarikonda,2022,2022 IEEE North …,https://ieeexplore.ieee.org/abstract/document/10126524/,Google Scholar,"To maintain integrity of the firmware, it should securely perform updates. This  a firmware  is validated for security vulnerabilities. The Fuzz Modules used are Unified Extensible Firmware",False
No more companion apps hacking but one dongle: Hub-based blackbox fuzzing of iot firmware,X Ma; Q Zeng; H Chi; L Luo,2023,Proceedings of the 21st Annual …,https://dl.acm.org/doi/abs/10.1145/3581791.3596857,Google Scholar,"This command requires two arguments: ManufacturerID and Firmware ID, both of which have  the data type unit8 and their valid values ∈ [0,254]. To trigger the vulnerability, we provide",False
Enhanced Vulnerability Discovery in Embedded Firmware Binaries Through Function-Level Fuzzing,MU Patil; SC Patil,2023,2023 IEEE Pune Section International …,https://ieeexplore.ieee.org/abstract/document/10450133/,Google Scholar,"By doing so, this research paper will advance the state of the art in embedded firmware  security, contributing to safer and more resilient embedded systems in an increasingly",False
Analysis of Fuzzing Techniques to Discover Vulnerabilities in the Firmware of Internet of Things Devices,E Escobar; D Dominguez,2024,2024 9th International Engineering …,https://ieeexplore.ieee.org/abstract/document/10820289/,Google Scholar,"vulnerabilities in IoT devices is a field that is under active research. These devices are launched  to market with many vulnerabilities,  active access to the firmware binaries to emulate the",False
Near-Term Enforcement of AI Chip Export Controls Using A Firmware-Based Design for Offline Licensing,J Petrie,2024,arXiv preprint arXiv:2404.18308,https://arxiv.org/abs/2404.18308,Google Scholar,"against the system, and in Section 4 we discuss security features needed to make these  attacks non-trivial. Finally, in Section 5 we present a potential deployment strategy for this",False
Snipuzz: Black-box fuzzing of iot firmware via message snippet inference,X Feng; R Sun; X Zhu; M Xue; S Wen; D Liu,2021,… security,https://dl.acm.org/doi/abs/10.1145/3460120.3484543,Google Scholar,"However, using network communication to fuzz the firmware  during syntax validation in the  firmware before being executed.  focus on detecting vulnerabilities in IoT firmware by sending",False
A Lightweight Firmware Resilience Engine for IoT Devices Leveraging Minimal Processor Features,U Budak; F De Santis; G Sigl,2024,… Conference on Cyber Security …,https://ieeexplore.ieee.org/abstract/document/10679408/,Google Scholar,"On the other hand, in remote firmware code injection attacks, the adversary has no physical   firmware vulnerabilities to inject malicious code remotely. In the IoT domain, device firmware",False
firm vulseeker: Bert and siamese based vulnerability for embedded device firmware images,Y Yu; S Gan; X Qin,2021,2021 IEEE Symposium on Computers and …,https://ieeexplore.ieee.org/abstract/document/9631481/,Google Scholar,", a three-staged embedded device firmware vulnerability search tool based on BERT MLM   vulnerability search capability of the firmVulSeeker on real-world embedded device firmware",False
μAFL: non-intrusive feedback-driven fuzzing for microcontroller firmware,W Li; J Shi; F Li; J Lin; W Wang; L Guan,2022,Proceedings of the 44th …,https://dl.acm.org/doi/abs/10.1145/3510003.3510208,Google Scholar,"attacks, extensive security testing during the development phase is imperative. However,  existing firmware security  limitations when applied to embedded firmware testing (see Table 1",False
Utilization of impedance disparity incurred from switching activities to monitor and characterize firmware activities,MS Awal; C Thompson,2022,2022 IEEE Physical …,https://ieeexplore.ieee.org/abstract/document/10014924/,Google Scholar,"use malicious firmware to develop possible back-doors for future attacks. Due  attacks using  the majority of contemporary standard security protocols. In addition, monitoring the firmware",False
frameD: Toward Automated Identification of Embedded Frameworks in Firmware Images,J van Nielen; A Peter; A Continella,2024,… on Research in Computer Security,https://link.springer.com/chapter/10.1007/978-3-031-82349-7_32,Google Scholar,", our approach assists security analyses by revealing the main firmware component and gives   in firmware images. Additionally, our approach can assist in the patching of firmware. For",False
WattShield: A Power Side-Channel Framework for Detecting Malicious Firmware in Fused Filament Fabrication,M Ahsan; I Ahmed,2025,… Symposium on Hardware Oriented Security …,https://ahmirf.github.io/publications/2025-ieee-host-side-channel-3dprinter.pdf,Google Scholar,"We used firmware attacks in this study and based our approach on established adversarial   into the firmware by infiltrating the supply chain [20], or by hijacking the firmware update",False
Binary Firmware Static Vulnerability Mining Based on Semantic Attributes and Graph Embedding Network,F Tian; B Cui; C Chen,2024,"… Conference on Emerging Internet, Data & Web …",https://link.springer.com/chapter/10.1007/978-3-031-53555-0_20,Google Scholar,"In response to the above problems, this paper proposes a static vulnerability detection  method for general-architecture IoT binary firmware, which specifically includes the following",False
A reconfigurable and secure firmware updating framework for advanced metering infrastructure,P Gope; B Sikdar,2022,2022 IEEE International Conference on …,https://ieeexplore.ieee.org/abstract/document/9961036/,Google Scholar,of a common key to encrypt different firmware versions). In  firmware updates or security  patches [10]. In order to address the existing security issues associated with smart meter firmware,False
Reliable IOT firmware updates: A large-scale mesh network performance investigation,I Mavromatis; A Stanoev; AJ Portelli,2022,2022 IEEE Wireless …,https://ieeexplore.ieee.org/abstract/document/9771708/,Google Scholar,"firmware updates to ensure enhanced security and stability. As we move towards methodologies  of codifying security  them over IoT large-scale deployments (security-as-a-code), these",False
Automatic inference of taint sources to discover vulnerabilities in soho router firmware,K Cheng; D Fang; C Qin; H Wang; Y Zheng,2021,… on ICT Systems Security …,https://link.springer.com/chapter/10.1007/978-3-030-78120-0_6,Google Scholar,"Moreover, for some types of vulnerability detection, static  to find taint-style vulnerabilities in  SOHO router firmware.  approach to discover vulnerabilities in the firmware images of SOHO",False
CrypTody: Cryptographic Misuse Analysis of IoT Firmware via Data-flow Reasoning,J Wang; S Guo; W Diao; Y Liu; H Duan; Y Liu,2024,… on Research in Attacks …,https://dl.acm.org/doi/abs/10.1145/3678890.3678914,Google Scholar,"We carry out a systematic experiment on 1,431 real-world firmware images from 16   vulnerability of using a constant AES key in DrayTek’s firmware, which affected hundreds of firmware",False
Reproducibility of Firmware Analysis: An Empirical Study,N Yousefnezhad; A Costin,2024,… on Business Modeling and Software Design,https://link.springer.com/chapter/10.1007/978-3-031-64073-5_13,Google Scholar,"Growing concerns about firmware security raise questions about the effectiveness and  reproducibility of analysis methods. Reproducibility, in this context, refers to the ability to replicate",False
Efficient Implementation of Firmware Over-the-Air Update using Raspberry Pi 4 and STM32F103C8T6,K Sabarishraj; S Jayanthy,2024,2024 IEEE International …,https://ieeexplore.ieee.org/abstract/document/10677143/,Google Scholar,approach for updating firmware in IoT  security measures in FOTA operations. The proposed  method not only enhances FOTA security but also ensures efficient and reliable firmware,False
Exploring Chip-Off Firmware Extraction Techniques and Challenges: Case Studies in Smart Plugs,S Singh; A Chavekar; S Mane,2023,… Conference on Security …,https://ieeexplore.ieee.org/abstract/document/10726849/,Google Scholar,"Extraction of firmware from electrical equipment is a common technique used in digital  forensics, cybersecurity investigations, and hardware embedded. Deep understanding of",False
Directed Greybox Fuzzing Method for Power System Terminal Firmware Based on Vulnerability Prediction,H Dai; Y Wang; C Sun,2024,Proceedings of the 2024 8th International …,https://dl.acm.org/doi/abs/10.1145/3711129.3711353,Google Scholar,"prediction methods and the inefficiency of vulnerability detection, this paper  firmware based  on vulnerability prediction. The proposed method consists of two main parts: (1) vulnerability",False
"A differential inertial wearable device for breathing parameter detection: hardware and firmware development, experimental characterization",R De Fazio; MR Greco; M De Vittorio; P Visconti,2022,Sensors,https://www.mdpi.com/1424-8220/22/24/9953,Google Scholar,", which were erroneously considered by the firmware to be associated with two breaths.  Therefore, it was decided to remedy this false detection at a firmware level by adding a condition",False
Efficient implementation of low cost and secure framework with firmware updates,I Ben Hlima; H Kacem,2023,IET Computers & Digital …,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/cdt2.12054,Google Scholar,"Of this awkwardness, we define, in this research work, a security protocol based on a  cryptography block using Elliptic Curve Cryptography (ECC) algorithm [20] to protect the sent",True
Secure IoT Firmware For RISC-V Processors,C Garlati; S Pinto,2021,Embbedded world,https://bringyourownit.com/wp-content/uploads/2021/03/multizone_secure_iot_firmware_riscv_paper.pdf,Google Scholar,"To meet the high-grade security requirements imposed by new IoT, we  for security,  separation, and reliability accessible via zone #2, we measured the MultiZone Secure IoT Firmware",False
Facilitating Non-Intrusive In-Vivo Firmware Testing with Stateless Instrumentation,J Shi; W Li; W Wang; L Guan,2024,… Network and Distributed System Security …,https://guanle.org/pdf/ndss24.pdf,Google Scholar,"Therefore, we develop a decoupled firmware testing  Only lightweight “needle probes” are  left in the firmware to collect  in real-world firmware with better detection accuracy. Combining",False
PCPFuzz: Path Coverage Protocol Based Firmware Fuzzing System,L Li; R Xu; L Chen; B Dong; W Chen,2023,2023 5th International …,https://ieeexplore.ieee.org/abstract/document/10503000/,Google Scholar,will affect firmware vulnerability detection. This paper proposes a fuzzing system PCPFuzz  for firmware-oriented path coverage protocols. It analyzes binary programs based on firmware,False
PARIOT: Anti-repackaging for IoT firmware integrity,L Verderame; A Ruggia; A Merlo,2023,Journal of Network and Computer …,https://www.sciencedirect.com/science/article/pii/S1084804523001182,Google Scholar,"In this work, we investigate the impact of repackaging attacks on IoT firmware, thereby  discussing security threats that harm its integrity. Also, we systematically review the integrity",False
… Twin: a new approach to tracking BIOS and Hardware level security information= Digital Twin: a new approach to tracking Hardware and Firmware level security …,F Sofer,2023,NA,https://webthesis.biblio.polito.it/29326/,Google Scholar,"a growing number of vulnerabilities below the  attacks much harder. In this thesis, we will  start by recounting a brief history of low-level attacks and then explain why platform security",False
A secure IoT firmware update scheme against SCPA and DoS attacks,YH Fan; MQ Wang; YB Li; K Hu; MZ Li,2021,Journal of Computer Science and …,https://link.springer.com/article/10.1007/s11390-020-9831-8,Google Scholar,"In this paper, to enhance the security of the firmware update, we propose an AES-CCM-based  firmware update scheme that can effectively defend against SCPA and DoS attacks and",False
Firmwaredroid: Security analysis of the android firmware ecosystem,T Sutter,2021,arXiv preprint arXiv:2112.08520,https://arxiv.org/abs/2112.08520,Google Scholar,FirmwareDroid for analyzing Android firmware archives and pre-installed apps and create a  dataset of firmware  We show that automated security testing of Android firmware is feasible,False
Firmware Injection Detection on IoT Devices Using Deep Random Forest,E Arul; A Punidha; VD Ambeth Kumar,2021,… Technology for Intelligent …,https://link.springer.com/chapter/10.1007/978-981-15-7078-0_52,Google Scholar,The proposed algorithm addresses a deep logistic regression of firmware attacks on IoT   It was then trained to discover a malicious pattern in deep RF’s unknown IoT firmware. The,False
Anatomist: Enhanced Firmware Vulnerability Discovery Based on Program State Abnormality Determination with Whole-System Replay,R Liu; B Yu; B Wang; J Ye,2022,… Conference on Information Security,https://link.springer.com/chapter/10.1007/978-3-031-22390-7_23,Google Scholar,"corruption vulnerabilities that lead to program crashes. Fuzzing also misses vulnerabilities  that  To solve this problem, we propose Anatomist, the first enhanced firmware vulnerability",False
"IoT Smart Home Devices' Security, Privacy, and Firmware Labeling System",NW Rajkhan; J Song,2021,2021 International Conference on …,https://ieeexplore.ieee.org/abstract/document/9799156/,Google Scholar,"lack of security standards for IoT smart home devices, manufacturers implement different  security  for IoT devices that covers the security, privacy, and firmware factors of IoT smart home",False
IFIZZ: Deep-state and efficient fault-scenario generation to test IoT firmware,P Liu; S Ji; X Zhang; Q Dai; K Lu; L Fu,2021,2021 36th IEEE/ACM …,https://ieeexplore.ieee.org/abstract/document/9678785/,Google Scholar,"detection system specifically designed for testing error-handling code in Linuxbased IoT  firmware.  §VB, we perform bug detection on the 10 firmware listed in Table III. We evaluate each",False
A Study on the Collection of Publicly Available Firmware and Techniques for Generating SBOM from Firmware Binaries,I Lee; S Jung; J Park,2024,… of the Korea Institute of Information Security …,https://koreascience.kr/article/JAKO202404357602945.page,Google Scholar,"critical importance of ensuring IoT device security. Addressing these challenges  firmware  components by version, identify inter-version differences, and assess potential vulnerabilities.",False
{UVSCAN}: Detecting {Third-Party} Component Usage Violations in {IoT} Firmware,B Zhao; S Ji; X Zhang; Y Tian; Q Wang; Y Pu,2023,32nd USENIX Security …,https://www.usenix.org/conference/usenixsecurity23/presentation/zhao-binbin,Google Scholar,"firmware to these security firms. To conduct a comprehensive security evaluation of firmware,  it is crucial for these security  TPC usage violations within the closed-source firmware.",True
Optimizing IoT Web Fuzzing by Firmware Infomation Mining,Y Gao; X Zhou; W Xie; B Wang; E Wang; Z Wang,2022,Applied Sciences,https://www.mdpi.com/2076-3417/12/13/6429,Google Scholar,"static analysis of firmware security, confirming that certain vulnerabilities infected 140,000   the discovery of homologous vulnerabilities utilizing firmware module correlation. Chen et al",False
Ucrf: Static analyzing firmware to generate under-constrained seed for fuzzing soho router,C Qin; J Peng; P Liu; Y Zheng; K Cheng; W Zhang,2023,… & Security,https://www.sciencedirect.com/science/article/pii/S0167404823000676,Google Scholar,"the firmware according to vulnerability alerts and analyze the conditions for vulnerability  triggering The last two columns in Table 3 illustrate that in order to trigger these vulnerabilities,",False
DFirmSan: A lightweight dynamic memory sanitizer for linux-based firmware,S Yang; Y Gao; B Kuang; Y Yang; A Fu,2025,Computers & Security,https://www.sciencedirect.com/science/article/pii/S0167404825001567,Google Scholar,"present a significant risk to IoT security, with memory-related issues  firmware vulnerabilities  through fuzzing, these methods are often ineffective in detecting memory vulnerabilities. To",False
Secure and Lightweight Firmware Over-the-Air Update Mechanism for Internet of Things,CY Park; SJ Lee; IG Lee,2025,Electronics,https://www.mdpi.com/2079-9292/14/8/1583,Google Scholar,"Therefore, this study proposes a methodology for reducing firmware file size using server-side  lossless compression techniques and countering MITM attacks through a lightweight and",False
FSMFA: Efficient firmware-secure multi-factor authentication protocol for IoT devices,Z Chen; Z Cheng; W Luo; J Ao; Y Liu; K Sheng; L Chen,2023,Internet of things,https://www.sciencedirect.com/science/article/pii/S2542660523000082,Google Scholar,"physical and software security of IoT devices while enhancing the security of IoT  firmware  update scheme of the device. Finally, we use B A N logic and P r o V e r i f to prove the security",False
Accelerating command injection vulnerability discovery in embedded firmware with static backtracking analysis,X Yin; R Cai; Y Zhang; L Li; Q Yang; S Liu,2022,Proceedings of the 12th …,https://dl.acm.org/doi/abs/10.1145/3567445.3567458,Google Scholar,based on a static analysis approach for embedded firmware. It performed static symbolic   for embedded firmware vulnerability discovery. Those techniques mine vulnerabilities in the,False
An Efficiency Firmware Verification Framework for Public Key Infrastructure with Smart Grid and Energy Storage System,JZ Shih; CC Chuang; HS Huang; HT Chen,2025,arXiv preprint arXiv …,https://arxiv.org/abs/2501.05722,Google Scholar,"attackers, especially concerning the security of system firmware updates. Some studies have   formats to address the security and performance bottlenecks in firmware updates, without",False
Implementing a high-efficiency similarity analysis approach for firmware code,Y Wang; R Wang; J Jing; H Wang,2021,Plos one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0245098,Google Scholar,Existing firmware vulnerability detection technologies need to  firmware security inspection.  The analysis calculates the similarity between firmware functions and firmware vulnerability,False
Firmware Security in IoT: Should Smart Homes Be Afraid of Evil Maids?,AC Knapp,2022,NA,https://search.proquest.com/openview/f7d9604837a10aa8583f15d5102ff7fe/1?pq-origsite=gscholar&cbl=18750&diss=y,Google Scholar,of work in IoT firmware security and firmware updates. Some of these works focused solely  on update implementations while others took a more holistic view on firmware security in IoT.,False
Toward a secure firmware ota updates for constrained iot devices,S El Jaouhari,2022,2022 IEEE International Smart Cities …,https://ieeexplore.ieee.org/abstract/document/9922087/,Google Scholar,"A quick update of the firmware images of these IoT devices, in this case, is an effective way   attacks. This paper discusses a possible solution toward a generic and Secure Firmware Over",False
DICE: Automatic emulation of DMA input channels for dynamic firmware analysis,A Mera; B Feng; L Lu; E Kirda,2021,… IEEE Symposium on Security …,https://ieeexplore.ieee.org/abstract/document/9519398/,Google Scholar,"Security vulnerabilities in firmware may allow attackers to  Such attacks have been on a  rise and launched on cars [5], [ firmware functionality and security consequences of its bugs:",False
FIRMPASS: Identifying Broken Password Management in Linux-Based IoT Firmware Through Query-Driven Approaches,J Huang; J Chen; Y Xiao; Z Qin,2025,IEEE Internet of Things …,https://ieeexplore.ieee.org/abstract/document/10966038/,Google Scholar,"This section introduces the common password management vulnerabilities in Linux-based  IoT firmware, the rules that we define by analyzing the logical flow of correct password",False
Research on Large-scale Firmware Function Security Detection Method Based on SimHash,J Xiao; Y Zhao; J Wang; Y Zhang,2021,2021 IEEE International …,https://ieeexplore.ieee.org/abstract/document/9524294/,Google Scholar,"field of security detection. In response to the above problems, we propose a large-scale  firmware function security detection  By analyzing and extracting representative firmware function",False
Firmline: a generic pipeline for large-scale analysis of non-linux firmware,A Balgavy; M Muench,2024,Workshop on Binary Analysis …,https://www.ndss-symposium.org/wp-content/uploads/bar2024-8-paper.pdf,Google Scholar,"Next, we analyze the firmware for two properties with potential security implications: interaction  with an operating system and use of memory protections. For this part of the evaluation,",False
Identifying Bluetooth Security Risks Through Firmware Reverse-Engineering,G Semaj,2023,NA,https://kb.osu.edu/items/b083845b-70ba-4e24-90f3-5bfed5e33eb7,Google Scholar,guidelines could indicate potentially high security risks in BLE devices that are  vulnerabilities  by highlighting misconfigurations so they may be corrected through over-the-air firmware,False
TAIFuzz: taint analysis instrumentation-based firmware fuzzing system,L Li; L Chen; C Hou; G Si; W Chen,2024,… on Electronic Information …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13181/131814D/TAIFuzz-taint-analysis-instrumentation-based-firmware-fuzzing-system/10.1117/12.3031105.short,Google Scholar,will affect firmware vulnerability detection. This paper proposes a taint analysis instrumentation  based firmware fuzzing system. Through the combination of firmware simulation and,False
Firmware code instrumentation technology for internet of things-based services,C Chen; J Ma; T Qi; B Cui; W Qi; Z Zhang; P Sun,2021,World Wide Web,https://link.springer.com/article/10.1007/s11280-020-00838-3,Google Scholar,"of IoT-based services, which provides a new approach to firmware detection.  In order to  obtain the dynamic information of firmware, we can use a debugger to start the firmware program",False
What your firmware tells you is not how you should emulate it: A specification-guided approach for firmware emulation,W Zhou; L Zhang; L Guan; P Liu; Y Zhang,2022,… Communications Security,https://dl.acm.org/doi/abs/10.1145/3548606.3559386,Google Scholar,"of peripherals) security analysis of firmware and devices.  the firmware on a PC, many  existing dynamic security analysis  A primary challenge in firmware emulation is modeling the",False
Research on Firmware Vulnerability Mining Model of Power Internet of Things,C Zhou; Z Wang; J Guo; Y Guo; H Jiang; Z Gu,2022,… on Big Data and Security,https://link.springer.com/chapter/10.1007/978-981-99-3300-6_52,Google Scholar,"Based on the analysis of the traditional firmware vulnerability mining technology of the   firmware vulnerabilities in it, this paper makes an in-depth research and analysis on the firmware",False
Secure firmware update and device authentication for smart inverters using blockchain and phyiscally uncloable function (puf)-embedded security module,J Choi; B Ahn; S Pedavalli; S Ahmad,2021,2021 6th IEEE …,https://ieeexplore.ieee.org/abstract/document/9662155/,Google Scholar,", firmware security of smart inverters against firmware attacks from various attack vectors has  been less studied. This paper proposes a secure firmware  )-embedded security module in a",False
