title,authors,year,venue,url,source,abstract,already_read
Toward machine learning based analyses on compressed firmware,S Lee; JY Paik; R Jin; ES Cho,2019,2019 IEEE 43rd Annual …,https://ieeexplore.ieee.org/abstract/document/8754220/,Google Scholar,"of firmware security is also growing. However, it is not straightforward to analyze the bugs or  vulnerabilities that reside in firmware. One  architectures of compressed firmware. Traditional",False
Can you call the software in your device be firmware?,R Hassan; K Markantonakis,2016,2016 IEEE 13th …,https://ieeexplore.ieee.org/abstract/document/7809921/,Google Scholar,"of firmware we conducted a qualitative analysis of its properties, functionalities and security.  We examined the use of the terminology over a period of years and found that firmware is",False
Leveraging Domain Knowledge to Enable and Scale Firmware Security Testing,GH Hernandez,2020,NA,https://search.proquest.com/openview/fff45bbebc9d99e1b425e6fc6f50816e/1?pq-origsite=gscholar&cbl=18750&diss=y,Google Scholar,scaling security testing of binary firmware. We also highlight the limitations of current frameworks  when applied to firmware and extend the state-of-the-art in firmware security  firmware,False
Method of forensic analysis for compromising carrier-lock algorithm on 3G modem firmware,V Zhukovskyy; N Zhukovska; A Vlasyuk,2019,2019 IEEE 2nd …,https://ieeexplore.ieee.org/abstract/document/8879941/,Google Scholar,The firmware of one popular 3G modem for security issues is investigated. A binary file is  reverse engineered using IDA Pro Disassembler and the carrier-lock code algorithm is found.,False
Design aspects for upgrading firmware of a resource constrained device in the field,P Pingale; K Amrutkar; S Kulkarni,2016,2016 IEEE International …,https://ieeexplore.ieee.org/abstract/document/7807959/,Google Scholar,The applications like IoT need robust security mechanisms as smallest part of the world will  also be connected to the internet; its in-field firmware upgrade with high security is a major,False
Integrity checking of railway interlocking firmware,R Bäckman; I Oliver; G Limonta,2020,"Computer Safety, Reliability, and Security …",https://link.springer.com/chapter/10.1007/978-3-030-55583-2_12,Google Scholar,"of firmware attacks, a reboot of the device is required to take effect. Either the reboot is directly  triggered by the tampered firmware  Detecting firmware attacks depends upon the element",True
Secure firmware update over the air using trustzone,R Dhobi; S Gajjar; D Parmar,2019,2019 Innovations in …,https://ieeexplore.ieee.org/abstract/document/8959992/,Google Scholar,update new firmware. TrustZone will provide authenticity and security of the firmware to be   and security of firmware. We use a digital signature algorithm to verify the authenticity of the,False
Neural network-based graph embedding for cross-platform binary code similarity detection,X Xu; C Liu; Q Feng; H Yin; L Song,2017,… communications security,https://dl.acm.org/doi/abs/10.1145/3133956.3134018,Google Scholar,"detection, vulnerability search, etc. Among these security applications, vulnerability search in  firmware  vendor-issued firmware is released with multiple known vulnerabilities, and many",False
Universal firmware upgrade over-the-air for IoT devices with security,P Thakur; V Bodade; A Achary,2019,… on Computing for …,https://ieeexplore.ieee.org/abstract/document/8991250/,Google Scholar,"Generally, OTA upgrades are prone to many security threats but we proposed a system  where we provide a secure means of firmware upgrades by implementing the concept of Device",False
Review of PLC security issues in industrial control system,X Pan; Z Wang; Y Sun,2020,Journal of Cybersecurity,https://search.proquest.com/openview/325a52cdb9e28bf03bfe2143d1dbd133/1?pq-origsite=gscholar&cbl=4585457,Google Scholar,"Then we analyze the PLC code security, firmware security, network security, virus vulnerability  and Modbus  Finally, we make a summary of the current security protection methods.",False
Uefi firmware fuzzing with simics virtual platform,Z Yang; Y Viktorov; J Yang; J Yao,2020,2020 57th ACM/IEEE …,https://ieeexplore.ieee.org/abstract/document/9218694/,Google Scholar,This paper tries to bring the best testing practices used in software community to firmware  security validation into VP to enable early quality assurance and security testing of SW/FW.,False
Towards protection against a usb device whose firmware has been compromised or turned as 'BadUSB',U Shafique; SB Zahur,2019,Future of Information and Communication …,https://link.springer.com/chapter/10.1007/978-3-030-12385-7_66,Google Scholar,vulnerability in the firmware of a USB device and updates it by flashing and re-writing the  firmware or writing scripts within the memory gaps that are generated once the firmware is,False
Detect malware in android firmware based on distributed network environment,NT Cam; T Nguyen; K Nguyen,2019,2019 IEEE 19th …,https://ieeexplore.ieee.org/abstract/document/8947099/,Google Scholar,"firmware analysis is necessary. We have to conduct more study in Android firmware security   components of the Android firmware such as library, Application framework, or Linux kernel.",False
Factors influencing the decision to proceed to firmware upgrades to implanted pacemakers for cybersecurity risk mitigation,LA Saxon; N Varma; LM Epstein; LI Ganz; AE Epstein,2018,Circulation,https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.118.034781,Google Scholar,This analysis indicates that most patients and clinicians impacted by a cybersecurity recall  react conservatively to the potential risk of an exploit and do not elect to have a firmware,False
Cyber-attacks related to intelligent electronic devices and their countermeasures: A review,J Wang; D Shi,2018,2018 53rd International Universities Power …,https://ieeexplore.ieee.org/abstract/document/8542059/,Google Scholar,and engineers of up-to-date attacks and to inspire studies on countermeasures to protect  IEDs  Firmware update modification is a common threat related to IED firmware. Vendors often,False
Shaping the glitch: optimizing voltage fault injection attacks,C Bozzato; R Focardi; F Palmarini,2019,IACR transactions on …,https://iris.unive.it/handle/10278/3724485,Google Scholar,"security checks or generating side-channels that gradually leak sensitive data, including the  firmware  present new, unpublished firmware extraction attacks on six microcontrollers from",False
Consumer IoT: Security vulnerability case studies and solutions,T Alladi; V Chamola; B Sikdar,2020,IEEE Consumer …,https://ieeexplore.ieee.org/abstract/document/8977812/,Google Scholar,security vulnerabilities either via secure over-the-air (OTA) updates or via another alternate  mechanism. The secure tokens meant for firmware  to modify the firmware and take control of,False
A firmware code gene extraction technology for IoT terminal,X Zhu; Q Li; P Zhang,2019,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8931782/,Google Scholar,The purpose of this paper is to reveal the existence of the firmware code genes rather than  security detection based on firmware code genes; therefore security detection has exceeded,False
Open source firmware,J Frazelle,2019,Communications of the ACM,https://dl.acm.org/doi/fullHtml/10.1145/3343042,Google Scholar,"The project, started by Trammel Hudson, is influenced by several years of firmware  vulnerability research (Thunderstrike; https://trmm. net/Thunderstrike; and Thunderstrike 2; https://",False
Looking from the mirror: Evaluating {IoT} device security through mobile companion apps,X Wang; Y Sun; S Nanda; XF Wang,2019,28th USENIX security symposium …,https://www.usenix.org/conference/usenixsecurity19/presentation/wang-xueqiang,Google Scholar,"confirmation, our platform contains an additional component called Device Firmware Collector.  It leverages the code analysis results output by the App Analysis Engine (eg,",False
DOVE: Pinpointing firmware security vulnerabilities via symbolic control flow assertion mining (work-in-progress),A Danese; G Pravadelli; V Bertacco,2017,… of the Twelfth IEEE/ACM/IFIP …,https://dl.acm.org/doi/abs/10.1145/3125502.3125541,Google Scholar,"proposes DOVE, Detection Of rmware VulnErabilities. DOVE is a framework capable of  identifying the unlikely execution ows of a rmware where security vulnerabilities can escape",False
Beyond BIOS: developing with the unified extensible firmware interface,V Zimmer; M Rothman; S Marisetty,2017,NA,https://books.google.com/books?hl=en&lr=&id=wylDDgAAQBAJ&oi=fnd&pg=PR5&dq=firmware+AND+vulnerabilities+OR+detection+OR+attacks+OR+exploit+OR+vulnerability+OR+security+OR+risks+after:2016+before:2020&ots=XKKkeo2Yxe&sig=nlMHJkv7X7Q7bwZFUZ0gLurHSWY,Google Scholar,Chapter 10 describes UEFI and platform initialization issues around security and platform  trust. This is important because beyond the basic UEFI and Platform Initialization specifications,False
{BigMAC}:{Fine-Grained} policy analysis of android firmware,G Hernandez; DJ Tian; AS Yadav; BJ Williams,2020,29th USENIX Security …,https://www.usenix.org/conference/usenixsecurity20/presentation/hernandez,Google Scholar,"security policies from static firmware images, without the need for a rooted device, and recover  runtime security  To examine and query the security policy of an Android firmware image,",False
Towards holistic secure networking in connected vehicles through securing CAN-bus communication and firmware-over-the-air updating,G Kornaros; O Tomoutzoglou; D Mbakoyiannis,2020,Journal of Systems …,https://www.sciencedirect.com/science/article/pii/S1383762120300552,Google Scholar,"secure deployment of apps/firmware to ensure that apps  security needs that emerge in  open bus-based networks, we introduce a secure technology that helps to prevent cyber-attacks",False
Beneath the bonnet: A breakdown of diagnostic security,J Van den Herrewegen; FD Garcia,2018,… on Research in Computer Security …,https://link.springer.com/chapter/10.1007/978-3-319-99073-6_15,Google Scholar,"Additionally, we identified a supplementary security issue in the firmware of this particular  unit: if the diagnostic client provides an invalid response, the ECU performs an extra check,",False
On code execution tracking via power side-channel,Y Liu; L Wei; Z Zhou; K Zhang; W Xu; Q Xu,2016,… communications security,https://dl.acm.org/doi/abs/10.1145/2976749.2978299,Google Scholar,"system attacks, eg, key extraction attacks and firmware modification attacks. Code execution  tracking, as the first step to locate vulnerable instruction pieces for key extraction attacks",False
"Introducing the robot security framework (rsf), a standardized methodology to perform security assessments in robotics",VM Vilches; LA Kirschgens; AB Calvo,2018,arXiv preprint arXiv …,https://arxiv.org/abs/1806.04042,Google Scholar,• Formalized firmware layer. We adopt a commonly accepted definition of firmware suitable  for the  We apply this definition to the previous ’Firmware and Operating System layer’ and,False
Towards a framework for testing the security of IoT devices consistently,G Lally; D Sgandurra,2018,"… , ETAA 2018, Barcelona, Spain, September 7, 2018 …",https://link.springer.com/chapter/10.1007/978-3-030-04372-8_8,Google Scholar,"We then tested possible vulnerabilities to the firmware and update mechanism. Upon  actually setting up the device and connecting to the router, a prompt was made by a webpage to",False
Verification of authenticated firmware loaders,SK Muduli; P Subramanyan,2019,2019 Formal Methods in …,https://ieeexplore.ieee.org/abstract/document/8894262/,Google Scholar,This paper introduced a methodology for verification of endto-end security of authenticated  firmware loaders. Authenticated loaders are an important class of programs which are part of,False
"A ST X-Nucleo-based telemetry unit for detection and WiFi transmission of competition car sensors data: firmware development, sensors testing and real-time …",P Visconti; B Sbarro; P Primiceri,2017,International Journal on Smart …,https://sciendo.com/pdf/10.21307/ijssis-2018-019,Google Scholar,"Relatively to firmware development, it is performed on MBED development platform which   the firmware programming totally on-line without software installation on PC; after the firmware",False
Infield firmware update: Challenges and solutions,N Jain; SG Mali; S Kulkarni,2016,2016 International Conference on …,https://ieeexplore.ieee.org/abstract/document/7754349/,Google Scholar,These issues can be broadly categorized as safety related issues and security related  issues. These issues might happen during transfer of firmware from manufacturer to customer or,False
IoTFuzzer: Discovering Memory Corruptions in IoT Through App-based Fuzzing.,J Chen; W Diao; Q Zhao; C Zuo; Z Lin; XF Wang,2018,NDSS,https://staff.ie.cuhk.edu.hk/~khzhang/my-papers/2018-ndss-iot.pdf,Google Scholar,"vulnerabilities in IoT devices without access to their firmware images. The key idea is based  upon the observation that most IoT devices are controlled through their official mobile apps,",False
Fitness trackers: fit for health but unfit for security and privacy,H Fereidooni; T Frassetto; M Miettinen,2017,2017 IEEE/ACM …,https://ieeexplore.ieee.org/abstract/document/8010569/,Google Scholar,vulnerabilities in firmware update process to either manipulate the firmware or inject crafted  version of the firmware  We reveal serious security-related vulnerabilities in these devices,False
A search-based firmware code analysis method for IoT devices,Y Xu; T Liu; P Liu; H Sun,2018,… and Network Security (CNS),https://ieeexplore.ieee.org/abstract/document/8433163/,Google Scholar,"The firmware vulnerability is one of the most serious threats for Internet-of-Things (IoT) security.   Exploiting the firmware vulnerability of Netgear wireless router, the attacker can execute",False
Teaching your wireless card new tricks: Smartphone performance and security enhancements through wi-fi firmware modifications,M Schulz,2018,NA,https://tuprints.ulb.tu-darmstadt.de/7243,Google Scholar,"found by reverse engineering chips and their firmware. As firmware modifications pose  security risks, we discuss how to secure firmware handling without impeding experimentation on",False
Architectures for Security: A comparative analysis of hardware security features in Intel SGX and ARM TrustZone,MA Mukhtar; MK Bhatti,2019,2019 2nd International …,https://ieeexplore.ieee.org/abstract/document/8680982/,Google Scholar,"Normal and security-critical applications are executing on a large untrusted computing  base, which includes an operating system, hypervisor, firmware, and hardware. This large",False
Volatile memory forensics acquisition efficacy: A comparative study towards analysing firmware-based rootkits,J Taylor; B Turnbull; G Creech,2018,"… on Availability, Reliability and Security",https://dl.acm.org/doi/abs/10.1145/3230833.3232810,Google Scholar,"detection by traditional techniques [10]. Against this, memory forensics proven to be a suitable  technique capable of both detection  exploits widespread firmware vulnerabilities, as a",True
Replace your exploit-ridden firmware with a Linux kernel,R Minnich; G shun Lim; R O'Leary; C Koch; X Chen,2017,NA,https://www.mikrocontroller.net/attachment/353216/Linuxcon_2017_NERF.pdf,Google Scholar,● 2 ½ hidden OSes in your Intel x86 system● They have many capabilities● They have  network stacks and web servers● They implement self-modifying code that can persist across,False
USB-based attacks,N Nissim; R Yahalom; Y Elovici,2017,Computers & Security,https://www.sciencedirect.com/science/article/pii/S0167404817301578,Google Scholar,"These attacks are initiated when the host performs a malicious firmware update in which  the USB device's firmware is modified by the attacker; from then on, the original USB device",False
Improving the security of wireless sensor networks in an IoT environmental monitoring system,M Tellez; S El-Tawab,2016,2016 IEEE systems and …,https://ieeexplore.ieee.org/abstract/document/7489330/,Google Scholar,"our thesis is the security of firmware at the L1 layer and not the upper layers then building  on top of the L1 layer suffices the proof of concept. Furthermore, if the security is broken at the",False
Hyperfuzzing for soc security validation,SK Muduli; G Takhar; P Subramanyan,2020,Proceedings of the 39th …,https://dl.acm.org/doi/abs/10.1145/3400302.3415709,Google Scholar,"used in the context of firmware security validation [10, 14] security specification and an  adversary model that allows modeling of various kinds of attacks, ranging from malicious firmware",False
Implementation of a custom time-domain firmware trigger for RADAR-based cosmic ray detection,S Prohira; D Besson; S Kunwar; K Ratzlaff,2018,Nuclear Instruments and …,https://www.sciencedirect.com/science/article/pii/S0168900218302055,Google Scholar,the firmware implementation of a different trigger method that may increase our sensitivity  to EAS radio-scatter detection. Feasibility studies and detection outlook are also discussed.,False
Pacemaker firmware update and interrogation malfunction,JZ Lee; MJ Henrich; P Bibby; SK Mulpuru,2019,HeartRhythm case …,https://www.sciencedirect.com/science/article/pii/S2214027119300016,Google Scholar,software patch that updates firmware to patch cybersecurity vulnerabilities. Because to date   firmware update must be balanced against the theoretical risk of a cybersecurity vulnerability,False
Secure and lightweight firmware update framework for iot environment,A Yohan; NW Lo; LP Santoso,2019,2019 IEEE 8th Global …,https://ieeexplore.ieee.org/abstract/document/9015316/,Google Scholar,"attacks, it is necessary to keep the device’s firmware up to date. Traditionally, the new version  of firmware  -to-end security of the distributed firmware during the firmware update process.",False
An efficient blockchain-based firmware update framework for iot environment,MH Tsai; YC Hsu; NW Lo,2020,… Conference on Information Security …,https://ieeexplore.ieee.org/abstract/document/9194134/,Google Scholar,"firmware vulnerabilities is the most effective and easy way for malicious attacker. For example,  attackers had utilized the firmware vulnerability  a new version of the firmware as soon as",False
Kcad: kinetic cyber-attack detection method for cyber-physical additive manufacturing systems,SR Chhetri; A Canedo,2016,2016 IEEE/ACM …,https://ieeexplore.ieee.org/abstract/document/7827651/,Google Scholar,": In the experimental section, we have tested the KCAD with firmware modification attacks  introducing simple variation in the x, yaxis. However, more complex variation can be",False
Low-cost and secure firmware obfuscation method for protecting electronic systems from cloning,B Cyr; J Mahmod; U Guin,2019,IEEE Internet of Things Journal,https://ieeexplore.ieee.org/abstract/document/8598922/,Google Scholar,"demonstrated different attacks on STM32F0, a predecessor to STM32F4, to bypass these  protections. We use these attacks to show how an attacker can access the firmware of the",False
Remote inter-chip power analysis side-channel attacks at board-level,F Schellenberg; DRE Gnad; A Moradi,2018,2018 IEEE/ACM …,https://ieeexplore.ieee.org/abstract/document/8587673/,Google Scholar,"• Our results prove that board-level power analysis attacks are possible through firmware,  and also highlight the threat of a malicious chip introduced in the supply chain. • Depending on",False
Sok: Understanding the prevailing security vulnerabilities in trustzone-assisted tee systems,D Cerdeira; N Santos; P Fonseca,2020,… Security and Privacy (SP …,https://ieeexplore.ieee.org/abstract/document/9152801/,Google Scholar,"and vulnerabilities as well as by reverse engineering the TEE firmware, we identified several  critical vulnerabilities  to raise reasonable concerns about the security of commercial TEE",False
"Cyber–physical security of powertrain systems in modern electric vehicles: Vulnerabilities, challenges, and future visions",J Ye; L Guo; B Yang; F Li; L Du,2020,IEEE Journal of …,https://ieeexplore.ieee.org/abstract/document/9296745/,Google Scholar,"of internal combustion engine vehicles and fails to address the cyber–physical security of   –physical security are discussed for connected EVs from the perspective of firmware security,",False
{ATtention} spanned: Comprehensive vulnerability analysis of {AT} commands within the android ecosystem,DJ Tian; G Hernandez; JI Choi; V Frost,2018,27th USENIX security …,https://www.usenix.org/conference/usenixsecurity18/presentation/tian,Google Scholar,"To understand the prevalence and security impact of AT commands on the Android  ecosystem, we perform firmware analysis and runtime vulnerability analysis, and we launch",False
Research of Industrial Control System Device Firmware Vulnerability Mining Technology Based on Taint Analysis,Y Li; X Liu; H Tian; C Luo,2018,2018 IEEE 9th International …,https://ieeexplore.ieee.org/abstract/document/8663828/,Google Scholar,research on firmware vulnerability mining and the traditional method of vulnerability mining   a new method of mining vulnerabilities in industrial control ~y~1em firmware. Based on taint,False
Remote configuration of integrated circuit features and firmware management via smart contract,MN Islam; S Kundu,2019,2019 IEEE International Conference on …,https://ieeexplore.ieee.org/abstract/document/8946178/,Google Scholar,"for helping vendors package their firmware updates, and serves as an  for firmware updates  has very limited scalability, exposes billions of weak points that compromise network security",False
Bootkeeper: Validating software integrity properties on boot firmware images,R Chevalier; S Cristalli; C Hauser,2019,… Application Security …,https://dl.acm.org/doi/abs/10.1145/3292006.3300026,Google Scholar,"control the firmware can control any parts of the software and undermine the security of the   Without any protection of the integrity of the boot firmware, we cannot assure any security",True
Determining the base address of MIPS firmware based on absolute address statistics and string reference matching,X Zhu; Y Zhang; L Jiang; R Chang,2020,Computers & Security,https://www.sciencedirect.com/science/article/pii/S0167404819300860,Google Scholar,the accurate firmware base address is not only the prerequisite for disassembling firmware   a few address determination methods of MIPS firmware highly rely on researcher’s manual,False
Evaluating machine learning models for Android malware detection: A comparison study,MS Rana; C Gudla; AH Sung,2018,Proceedings of the 2018 VII International …,https://dl.acm.org/doi/abs/10.1145/3301326.3301390,Google Scholar,"firmware or Cloning hardware and services. Software-based attacks: In software-based  attacks Firmware-based attacks: In firmware-based attacks, attackers modify or change programs",False
Firmware insider: Bluetooth randomness is mostly random,J Tillmanns; J Classen; F Rohrbach,2020,arXiv preprint arXiv …,https://arxiv.org/abs/2006.16921,Google Scholar,"However, Broadcom improved firmware security and added stack canaries, which prevent  calling functions out of context without additional modifications within our patches. As of now,",False
An overview of cyber-physical security of battery management systems and adoption of blockchain technology,T Kim; J Ochoa; T Faika; HA Mantooth,2020,IEEE Journal of …,https://ieeexplore.ieee.org/abstract/document/8964396/,Google Scholar,"overall security vulnerabilities from potential cyber-attacks and  As a result of this firmware  vulnerability, the charging circuitry  This case shows that the security concern is still prevalent",False
IDEA: Intrusion detection through electromagnetic-signal analysis for critical embedded and cyber-physical systems,HA Khan; N Sehatbakhsh; LN Nguyen,2019,… on Dependable and …,https://ieeexplore.ieee.org/abstract/document/8786207/,Google Scholar,"We assume that the attacker inserted the malicious code through firmware modification. We   an important class of malware (APT and firmware modification attacks), we assume that the",False
"The effect of IoT new features on security and privacy: New threats, existing solutions, and challenges yet to be solved",W Zhou; Y Jia; A Peng; Y Zhang,2018,IEEE Internet of things …,https://ieeexplore.ieee.org/abstract/document/8386824/,Google Scholar,"] on the device firmware and source. In 2014, Zaddach et al. [31] put forward a framework  to support dynamic security analysis for a variety of embedded systems’ firmware. However, it",False
Determining image base of firmware files for ARM devices,R Zhu; Q ZHANG; F WU; J ZHENG,2016,… on Information and …,https://search.ieice.org/bin/summary.php?id=e99-d_2_351,Google Scholar,"However, when disassembling a firmware file, the  determine the image base of a firmware  file with ARM/Thumb instruction  out the image base for the majority of example firmware files.",False
How Little is Enough? Implementation and Evaluation of a Lightweight Secure Firmware Update Process for the Internet of Things.,S Schmidt; M Tausig; M Koschuch; M Hudler,2018,IoTBDS,https://www.scitepress.org/PublishedPapers/2018/66703/66703.pdf,Google Scholar,"In Section 2 we give an overview of the most important security requirements of an embedded  system, as well as of the challenges that arise during the firmware update process. We",False
Secure Firmware Update in Schneider Electric IOT-enabled offers,JP Fassino; B Jean-Michel,2016,Internet of Things Software Update Workshop …,https://www.ietf.org/slides/slides-iotsuws-secure-firmware-update-in-schneider-electric-iot-enabled-offers-00.pdf,Google Scholar,"To mitigate attack at development or build time, like inserting vulnerabilities or backdoors  in the firmware, a Security Development Lifecycle (SDL) is deploy in R&D team, including",False
Smart attacks against intelligent wearables in people-centric internet of things,J Liu; W Sun,2016,IEEE Communications Magazine,https://ieeexplore.ieee.org/abstract/document/7786109/,Google Scholar,device and the firmware updates. Jakob [9] provided two routes to avoid firmware attacks for  Activity Withings. The first is to remove all debug strings from production firmware in Withings,False
Sustainable and practical firmware upgrade for wireless access point using password-based authentication,J Jang; IY Jung,2016,Sustainability,https://www.mdpi.com/2071-1050/8/9/876,Google Scholar,by exploiting the vulnerabilities in firmware upgrades to install malicious firmware. To address  this  The proposed upgrade protocol ensures security by adding freshness to the firmware,False
Static Vulnerability Detection Technology for the Embedded Firmware Web Code Based on DS Evidence Theory,W Si-qi; M Si-wei; Z Xiao-ling,2019,Journal of Beijing …,https://journal.bupt.edu.cn/EN/10.13190/j.jbupt.2018-212,Google Scholar,detection of firmware web vulnerabilities. This method can detect common Web vulnerabilities  in firmware  vulnerabilities reasoning models based on D鄄S evidence theory. Key words:,False
Fallback control for isochronous energy storage systems in autonomous microgrids under denial-of-service cyber-attacks,M Chlela; D Mascarella; G Joos,2017,IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/7849190/,Google Scholar,[39] examined the feasibility of firmware modification attacks on smart grid field devices and   to perform a successful firmware attack. By manipulating the firmware an attacker could,False
Embedded security testing with peripheral device caching and runtime program state approximation,M Kammerstetter; D Burian,2016,… on Emerging Security …,https://personales.upv.es/thinkmind/dl/conferences/securware/securware_2016/securware_2016_2_10_30082.pdf,Google Scholar,"Our approach could ultimately render existing dynamic firmware security analysis techniques  more powerful by enabling functions such as snapshotting, test parallelization or testing",False
Discovery and Remediation of Vulnerabilities in Monolithic IoT Firmware,ED Gustafson,2020,NA,https://search.proquest.com/openview/70cd1f78f731036333f9bf3990bd05ca/1?pq-origsite=gscholar&cbl=18750&diss=y,Google Scholar,"we will propose two techniques: an automated approach based on observing and  modeling the original device’s hardware, and a semi-automatic approach based on",False
An architecture to enable secure firmware updates on a distributed-trust iot network using blockchain,GGR Roy; S Britto Ramesh Kumar,2019,International Conference on Computer …,https://link.springer.com/chapter/10.1007/978-981-10-8681-6_61,Google Scholar,the security be updated to counter security attacks. Every device has to be updated to the  latest firmware to  a secure firmware update in a distributed trust-based blockchain IoT network.,False
Simulation of attacks for security in wireless sensor network,A Diaz; P Sanchez,2016,Sensors,https://www.mdpi.com/1424-8220/16/11/1932,Google Scholar,"In addition, security is also a very important feature that has  In this paper, a methodology  for security analysis of Wireless  /firmware or attack countermeasures to provide security in",False
Efficient reverse engineering of automotive firmware,A Milburn; N Timmers,2018,escar USA,http://noopwafel.net/escar2018-paper.pdf,Google Scholar,"text firmware, which means that reverse engineering of firmware may be inevitable. Rather  than relying on confidentiality of firmware, we recommend using dedicated hardware security (",False
Classifying proprietary firmware on a solid state drive using idle state current draw measurements,TO Walker; JA Blanco; R Rakvic; A Vanleer,2020,IEEE …,https://ieeexplore.ieee.org/abstract/document/8995573/,Google Scholar,We begin with a brief discussion of other firmware-focused security research being conducted  on SSDs and then provide a discussion of power-related side channel analysis both as it,False
Binding hardware and software to prevent firmware modification and device counterfeiting,RP Lee; K Markantonakis; RN Akram,2016,… on cyber-physical system security,https://dl.acm.org/doi/abs/10.1145/2899015.2899029,Google Scholar,Embedded systems are small scale computing devices that are increasingly located in more  of the items we use and own. The number of embedded systems in the world is increasing,False
Security and privacy analysis of wearable health device,C Zhang; H Shahriar; ABMK Riad,2020,2020 IEEE 44th Annual …,https://ieeexplore.ieee.org/abstract/document/9202600/,Google Scholar,concern about the security of wearable  data security breach because of poor security  firmware system in devices. In many cases researchers point out that firmware update vulnerability,False
Código network: A decentralized firmware update framework for IoT devices,SA Nanopoulos,2018,NA,,Google Scholar,,False
Insecure until proven updated: analyzing AMD SEV's remote attestation,R Buhren; C Werling; JP Seifert,2019,… and Communications Security,https://dl.acm.org/doi/abs/10.1145/3319535.3354216,Google Scholar,the results of our firmware analysis necessary to understand the attacks. The attacks are  moti This section presents the results of our firmware analysis on which our attacks in Section 5,False
Software development firmware system for broken rotor bar detection and diagnosis of induction motor through current signature analysis,H Pita; G Zurita; A Villarroel,2020,Journal of Mechanical …,https://journal.ump.edu.my/jmes/article/view/4741,Google Scholar,"The data analysis procedure for broken rotor bar detection  by developing a software firmware  measurement ultra-low  as a diagnosis parameter for detection of broken rotor bars faults,",False
Using blockchains to strengthen the security of internet of things,CS Kouzinopoulos; G Spathoulas,2018,Security in Computer …,https://library.oapen.org/bitstream/handle/20.500.12657/23295/1/1006860.pdf#page=101,Google Scholar,"for cost reasons, a successful attacker can intercept the updating firmware and replace   firmware attacks in IoT devices has been extensively studied. In [18] it is shown that the firmware",False
Information attacks and security in wireless sensor networks of industrial SCADA systems,AG Finogeev; AA Finogeev,2017,Journal of Industrial Information Integration,https://www.sciencedirect.com/science/article/pii/S2452414X16301029,Google Scholar,"The ZigBee module firmware default security mode is disabled. If security is enabled, every  node  module which is present in the firmware ZigBee coordinator and is activated when the",False
Cybersecurity issues in robotics,GW Clark; MV Doran; TR Andel,2017,2017 IEEE conference on …,https://ieeexplore.ieee.org/abstract/document/7929597/,Google Scholar,"types of cyber attacks that plague other embedded systems. In this paper, attacks on embedded   layer of the embedded system architecture: hardware, firmware/OS and application [4].",False
VSkLCG a method for cross-platform vulnerability search in firmware,M Han; D Zhao; H Lin; D Zhou; J Xiang,2020,… Systems and Their …,https://ieeexplore.ieee.org/abstract/document/9045857/,Google Scholar,"vulnerabilities in firmware. Given a vulnerable function in a platform, our objective is to find  its homologous vulnerability  method can search some vulnerabilities in firmware with a high",False
The applicability of blockchain in the Internet of Things,Y Gupta; R Shorey; D Kulkarni,2018,2018 10th International …,https://ieeexplore.ieee.org/abstract/document/8328273/,Google Scholar,"specific IoT deployments such as (i) firmware update delivery, (ii) firmware tampering  detection, and (iii) spurious component detection. The proposed model could be modified to work",False
SHeFU: Secure hardware-enabled protocol for firmware updates,MM Rabbani; J Vligen; M Conti,2020,2020 IEEE International …,https://ieeexplore.ieee.org/abstract/document/9180850/,Google Scholar,"with malicious firmware can  attacks (eg, Denial-of-Service (DOS) or black-hole attacks).  Based on the reports in [2], most of the software vulnerabilities can be neutralized by firmware",False
On misconception of hardware and cost in IoT security and privacy,B Pearson; L Luo; Y Zhang; R Dey,2019,ICC 2019-2019 IEEE …,https://ieeexplore.ieee.org/abstract/document/8761062/,Google Scholar,"of IoT security and privacy in various application domains. We discuss how to implement  hardware security, system/firmware security, network security, and data security with the low-",False
Security vulnerabilities of internet of things: A case study of the smart plug system,Z Ling; J Luo; Y Xu; C Gao; K Wu,2017,IEEE Internet of Things …,https://ieeexplore.ieee.org/abstract/document/7932855/,Google Scholar,"the firmware update process and perform the firmware attack to upload a malicious firmware   For countermeasures to the potential attacks exploiting the above vulnerabilities, we",False
Auto-erasable RRAM architecture secured against physical and firmware attacks,F García-Redondo,2017,IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/8060614/,Google Scholar,"This paper presents an RRAM architecture secured against firmware and physical attacks.  If a hack attempt occurs, and taking advantage of the threshold behavior of fast RRAM devices",False
Communal acts of IoT consumers: A potential threat to security and privacy,WZ Khan; MY Aalsalem,2018,IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/8527535/,Google Scholar,"When CEIoT products become outdated (firmware, security patches or security software  are not updated) they are susceptible to serious security and privacy threats and consumer’s",False
System-on-chip security,F Farahmandi; Y Huang; P Mishra,2020,"Cham, Switzerland: Springer",https://link.springer.com/content/pdf/10.1007/978-3-030-30596-3.pdf,Google Scholar,"seven classes of hardware security vulnerabilities (access  firmware attacks that threaten  the security and integrity of the design [5]. Therefore, detecting and locating these vulnerabilities",False
